title,author,source,description,content,pub_date,url,photo_url,combined_text,tokens,lems
John Lancaster Gives Chennai Turbo Riders Fourth Win On Day 1 Of Indian Racing Festival Round 4,NDTV Sports Desk,NDTV News,Chennai Turbo Riders continued their relentless assault on the championship by clinching their fourth win of the season through veteran Britisher Jon Lancaster as the Round 4 of the Indian Racing League,Chennai Turbo Riders continued their relentless assault on the championship by clinching their fourth win of the season through veteran Britisher Jon Lancaster as the Round 4 of the Indian Racing Lea… [+3182 chars],2024-10-20,https://sports.ndtv.com/othersports/john-lancaster-gives-chennai-turbo-riders-fourth-win-on-day-1-of-indian-racing-festival-round-4-6830350,"https://c.ndtvimg.com/2024-10/30g4052g_jon-lancaster_625x300_20_October_24.jpeg?im=FitAndFill,algorithm=dnn,width=1200,height=738",john lancaster gives chennai turbo riders fourth win on day  of indian racing festival round  chennai turbo riders continued their relentless assault on the championship by clinching their fourth win of the season through veteran britisher jon lancaster as the round  of the indian racing lea  chars,"['john', 'lancaster', 'gives', 'chennai', 'turbo', 'riders', 'fourth', 'win', 'day', 'indian', 'racing', 'festival', 'round', 'chennai', 'turbo', 'riders', 'continued', 'relentless', 'assault', 'championship', 'clinching', 'fourth', 'win', 'season', 'veteran', 'britisher', 'jon', 'lancaster', 'round', 'indian', 'racing', 'lea', 'chars']",john lancaster give chennai turbo rider fourth win day indian racing festival round chennai turbo rider continued relentless assault championship clinching fourth win season veteran britisher jon lancaster round indian racing lea char
Watch: Greatest Catch Ever? Ramandeep's Effort vs Pakistan A Breaks Internet,NDTV Sports Desk,NDTV News,Ramandeep Singh left everyone stunned with a sensational catch during the Emerging Asia Cup clash between India A and Pakistan A on Saturday.,"Ramandeep Singh left everyone stunned with a sensational catch during the Emerging Asia Cup clash between India A and Pakistan A on Saturday. During the much-anticipated encounter, Pakistan A opener … [+2816 chars]",2024-10-20,https://sports.ndtv.com/cricket/greatest-catch-ever-ramandeep-singhs-effort-vs-pakistan-a-breaks-internet-watch-6829816,"https://c.ndtvimg.com/2024-10/fp6j0dj_cccc_625x300_20_October_24.jpeg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",watch greatest catch ever ramandeep is effort vs pakistan a breaks internet ramandeep singh left everyone stunned with a sensational catch during the emerging asia cup clash between india a and pakistan a on saturday during the much anticipated encounter pakistan a opener  chars,"['watch', 'greatest', 'catch', 'ever', 'ramandeep', 'effort', 'vs', 'pakistan', 'breaks', 'internet', 'ramandeep', 'singh', 'left', 'everyone', 'stunned', 'sensational', 'catch', 'emerging', 'asia', 'cup', 'clash', 'india', 'pakistan', 'saturday', 'much', 'anticipated', 'encounter', 'pakistan', 'opener', 'chars']",watch greatest catch ever ramandeep effort v pakistan break internet ramandeep singh left everyone stunned sensational catch emerging asia cup clash india pakistan saturday much anticipated encounter pakistan opener char
Ex-PAK Skipper Drops 'PR Agencies' Bombshell After Massive Win Against ENG,NDTV Sports Desk,NDTV News,All three replacements into Pakistan's side for the second Test starred in their win.,Former Pakistan cricketer Mohammad Hafeez has hit back at critics after Pakistan registered a thumping 152-run victory over England in the second Test at Multan. Pakistan had come under immense scrut… [+2205 chars],2024-10-20,https://sports.ndtv.com/cricket/ex-pakistan-skipper-mohammad-hafeez-drops-pr-agencies-bombshell-after-massive-win-vs-england-6819568,"https://c.ndtvimg.com/2024-10/fq6okbco_team-pakistan_625x300_18_October_24.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=738",ex pak skipper drops pr agencies bombshell after massive win against eng former pakistan cricketer mohammad hafeez has hit back at critics after pakistan registered a thumping  run victory over england in the second test at multan pakistan had come under immense scrut  chars,"['ex', 'pak', 'skipper', 'drops', 'pr', 'agencies', 'bombshell', 'massive', 'win', 'eng', 'former', 'pakistan', 'cricketer', 'mohammad', 'hafeez', 'hit', 'back', 'critics', 'pakistan', 'registered', 'thumping', 'run', 'victory', 'england', 'second', 'test', 'multan', 'pakistan', 'come', 'immense', 'scrut', 'chars']",ex pak skipper drop pr agency bombshell massive win eng former pakistan cricketer mohammad hafeez hit back critic pakistan registered thumping run victory england second test multan pakistan come immense scrut char
"Watch: Pant Smashes Huge 107m Six, Ball Lands On Top Of Stadium Roof",NDTV Sports Desk,NDTV News,Rishabh Pant was batting on 99 when Kiwi pacer William O'Rourke denied him a century with a delivery from around the wicket that took the inside edge of the bat and rattled the stumps.,India wicketkeeper Rishabh Pant missed out on his century by a solitary run in the ongoing 1st Test against New Zealand in Bengaluru. Pant was batting on 99 when Kiwi pacer William O'Rourke denied hi… [+1764 chars],2024-10-20,https://sports.ndtv.com/india-vs-new-zealand-2024/rishabh-pant-smashes-huge-107m-six-ball-lands-on-top-of-stadium-roof-watch-6826588,"https://c.ndtvimg.com/2024-10/o74domfo_rishabh-pant_625x300_19_October_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",watch pant smashes huge m six ball lands on top of stadium roof india wicketkeeper rishabh pant missed out on his century by a solitary run in the ongoing st test against new zealand in bengaluru pant was batting on  when kiwi pacer william o rourke denied hi  chars,"['watch', 'pant', 'smashes', 'huge', 'six', 'ball', 'lands', 'top', 'stadium', 'roof', 'india', 'wicketkeeper', 'rishabh', 'pant', 'missed', 'century', 'solitary', 'run', 'ongoing', 'st', 'test', 'new', 'zealand', 'bengaluru', 'pant', 'batting', 'kiwi', 'pacer', 'william', 'rourke', 'denied', 'hi', 'chars']",watch pant smash huge six ball land top stadium roof india wicketkeeper rishabh pant missed century solitary run ongoing st test new zealand bengaluru pant batting kiwi pacer william rourke denied hi char
Jharkhand Cabinet Approves Projects For Setting Up New Colleges,Puniti Pandey,NDTV News,The government approved proposals worth Rs 530 crore in  the education sector.,New Delhi: The Jharkhand government has approved a multitude of proposals in the education sector worth Rs 530 crore for the setting up engineering colleges and polytechnics. The state has received a… [+1419 chars],2024-10-20,https://www.ndtv.com/education/jharkhand-cabinet-approves-projects-for-setting-up-new-colleges-polytechnics-6829965,"https://c.ndtvimg.com/nmi08aa4_college-generic-istock_625x300_03_August_18.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",jharkhand cabinet approves projects for setting up new colleges new delhi the jharkhand government has approved a multitude of proposals in the education sector worth rs  crore for the setting up engineering colleges and polytechnics the state has received a  chars,"['jharkhand', 'cabinet', 'approves', 'projects', 'setting', 'new', 'colleges', 'new', 'delhi', 'jharkhand', 'government', 'approved', 'multitude', 'proposals', 'education', 'sector', 'worth', 'rs', 'crore', 'setting', 'engineering', 'colleges', 'polytechnics', 'state', 'received', 'chars']",jharkhand cabinet approves project setting new college new delhi jharkhand government approved multitude proposal education sector worth r crore setting engineering college polytechnic state received char
"'Don't Leave Tennis', Djokovic Tells Nadal After 'Amazing Rivalry'",Agence France-Presse,NDTV News,"Novak Djokovic implored long-time adversary Rafael Nadal to put off his planned retirement after defeating the Spaniard Saturday in what was likely to be the final chapter of their ""amazing rivalry"".","Novak Djokovic implored long-time adversary Rafael Nadal to put off his planned retirement after defeating the Spaniard Saturday in what was likely to be the final chapter of their ""amazing rivalry"".… [+3815 chars]",2024-10-20,https://sports.ndtv.com/tennis/dont-leave-tennis-novak-djokovic-tells-rafael-nadal-after-amazing-rivalry-6829921,"https://c.ndtvimg.com/2024-07/d85phig8_rafael-nadal-and-novak-djokovic-afp_625x300_29_July_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",would o not leave tennis djokovic tells nadal after amazing rivalry novak djokovic implored long time adversary rafael nadal to put off his planned retirement after defeating the spaniard saturday in what was likely to be the final chapter of their amazing rivalry  chars,"['would', 'leave', 'tennis', 'djokovic', 'tells', 'nadal', 'amazing', 'rivalry', 'novak', 'djokovic', 'implored', 'long', 'time', 'adversary', 'rafael', 'nadal', 'put', 'planned', 'retirement', 'defeating', 'spaniard', 'saturday', 'likely', 'final', 'chapter', 'amazing', 'rivalry', 'chars']",would leave tennis djokovic tell nadal amazing rivalry novak djokovic implored long time adversary rafael nadal put planned retirement defeating spaniard saturday likely final chapter amazing rivalry char
Diwali At Times Square: Indians Mark Festival Of Lights Ahead Of US Polls,Anushka De,NDTV News,Celebrations sparkled up the Times Square in New York City yesterday as the Indian community and several US citizens gathered to observe the Hindu festival of lights.,"New Delhi: Celebrations sparkled up the Times Square in New York City yesterday as the Indian community and several US citizens gathered to observe the Hindu festival of lights.
The event featured p… [+4344 chars]",2024-10-20,https://www.ndtv.com/world-news/diwali-at-times-square-indians-mark-festival-of-lights-ahead-of-us-polls-6829827,https://c.ndtvimg.com/2024-10/3fccsvjo_diwali-nyc-usa-_625x300_20_October_24.jpeg,diwali at times square indians mark festival of lights ahead of us polls new delhi celebrations sparkled up the times square in new york city yesterday as the indian community and several us citizens gathered to observe the hindu festival of lights the event featured p  chars,"['diwali', 'times', 'square', 'indians', 'mark', 'festival', 'lights', 'ahead', 'us', 'polls', 'new', 'delhi', 'celebrations', 'sparkled', 'times', 'square', 'new', 'york', 'city', 'yesterday', 'indian', 'community', 'several', 'us', 'citizens', 'gathered', 'observe', 'hindu', 'festival', 'lights', 'event', 'featured', 'p', 'chars']",diwali time square indian mark festival light ahead u poll new delhi celebration sparkled time square new york city yesterday indian community several u citizen gathered observe hindu festival light event featured p char
"Lionel Messi Scores 11-Minute Hattrick, Sends Internet Into Frenzy - Watch",Agence France-Presse,NDTV News,Lionel Messi scored his second hat-trick of the week and Luis Suarez scored twice as Inter Miami beat the New England Revolution 6-2 to smash MLS's regular season points record.,"On-fire Lionel Messi scored his second hat-trick of the week and Luis Suarez scored twice as Inter Miami beat the New England Revolution 6-2 to smash MLS's regular season points record. Miami's win, … [+3574 chars]",2024-10-20,https://sports.ndtv.com/football/lionel-messi-scores-11-minute-hattrick-sends-internet-into-frenzy-watch-6829626,"https://c.ndtvimg.com/2024-10/p6am3msg_lionel-messi_625x300_20_October_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",lionel messi scores  minute hattrick sends internet into frenzy watch on fire lionel messi scored his second hat trick of the week and luis suarez scored twice as inter miami beat the new england revolution   to smash mls is regular season points record miami is win  chars,"['lionel', 'messi', 'scores', 'minute', 'hattrick', 'sends', 'internet', 'frenzy', 'watch', 'fire', 'lionel', 'messi', 'scored', 'second', 'hat', 'trick', 'week', 'luis', 'suarez', 'scored', 'twice', 'inter', 'miami', 'beat', 'new', 'england', 'revolution', 'smash', 'mls', 'regular', 'season', 'points', 'record', 'miami', 'win', 'chars']",lionel messi score minute hattrick sends internet frenzy watch fire lionel messi scored second hat trick week luis suarez scored twice inter miami beat new england revolution smash ml regular season point record miami win char
Hamas Chief Yahya Sinwar Seen Inside Tunnel Hours Before October 7 Attack,Srishti Kapoor,NDTV News,Israel released footage showing Hamas leader Yahya Sinwar moving his belongings to a tunnel in Gaza hours before the October 7 attack last year that triggered the ongoing war.,"New Delhi: Israel on Saturday released footage showing Hamas leader Yahya Sinwar moving his belongings to a tunnel in Gaza hours before the October 7 attack last year that triggered the ongoing war.… [+2110 chars]",2024-10-20,https://www.ndtv.com/world-news/israel-releases-footage-showing-yahya-sinwar-hours-ahead-of-hamas-oct-7-attack-6829387,https://c.ndtvimg.com/2024-10/jnimsuig_yahya-sinwar_625x300_20_October_24.jpeg,hamas chief yahya sinwar seen inside tunnel hours before october  attack new delhi israel on saturday released footage showing hamas leader yahya sinwar moving his belongings to a tunnel in gaza hours before the october  attack last year that triggered the ongoing war  chars,"['hamas', 'chief', 'yahya', 'sinwar', 'seen', 'inside', 'tunnel', 'hours', 'october', 'attack', 'new', 'delhi', 'israel', 'saturday', 'released', 'footage', 'showing', 'hamas', 'leader', 'yahya', 'sinwar', 'moving', 'belongings', 'tunnel', 'gaza', 'hours', 'october', 'attack', 'last', 'year', 'triggered', 'ongoing', 'war', 'chars']",hamas chief yahya sinwar seen inside tunnel hour october attack new delhi israel saturday released footage showing hamas leader yahya sinwar moving belonging tunnel gaza hour october attack last year triggered ongoing war char
"35% Pay Raise, $7,000 Signing Bonus: Boeing's Deal With Protesting Workers",Agence France-Presse,NDTV News,Boeing workers began a strike on September 13 in a dispute over pay and other compensation issues.,"Washington: Boeing and its striking Seattle-area workers have reached a tentative deal to end a more than month-long stoppage, the union said Saturday. Boeing confirmed a tentative deal was reached a… [+2989 chars]",2024-10-20,https://www.ndtv.com/world-news/35-pay-raise-7-000-signing-bonus-boeings-deal-with-protesting-workers-6829618,https://c.ndtvimg.com/2024-10/60v7eh2g_boeing_625x300_20_October_24.jpeg,pay raise   signing bonus boeing is deal with protesting workers washington boeing and its striking seattle area workers have reached a tentative deal to end a more than month long stoppage the union said saturday boeing confirmed a tentative deal was reached a  chars,"['pay', 'raise', 'signing', 'bonus', 'boeing', 'deal', 'protesting', 'workers', 'boeing', 'striking', 'seattle', 'area', 'workers', 'reached', 'tentative', 'deal', 'end', 'month', 'long', 'stoppage', 'union', 'said', 'saturday', 'boeing', 'confirmed', 'tentative', 'deal', 'reached', 'chars']",pay raise signing bonus boeing deal protesting worker boeing striking seattle area worker reached tentative deal end month long stoppage union said saturday boeing confirmed tentative deal reached char
Uttarakhand Madrasa Board Planning To Introduce Sanskrit Education,Puniti Pandey,NDTV News,The decision is being taken as part of Chief Minister Pushkar Singh Dhami&#039;s plan to link madrasa-going children with mainstream education.,New Delhi: The Uttarakhand Madrasa Board is mulling over introducing Sanskrit education as an optional subject in over 400 madrasas across the state. The decision is being taken as part of Chief Mini… [+1414 chars],2024-10-20,https://www.ndtv.com/education/uttarakhand-madrasa-board-planning-to-introduce-sanskrit-education-6829446,"https://c.ndtvimg.com/2019-06/2fpssbsg_sanskrit-text_625x300_18_June_19.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",uttarakhand madrasa board planning to introduce sanskrit education new delhi the uttarakhand madrasa board is mulling over introducing sanskrit education as an optional subject in over  madrasas across the state the decision is being taken as part of chief mini  chars,"['uttarakhand', 'madrasa', 'board', 'planning', 'introduce', 'sanskrit', 'education', 'new', 'delhi', 'uttarakhand', 'madrasa', 'board', 'mulling', 'introducing', 'sanskrit', 'education', 'optional', 'subject', 'madrasas', 'across', 'state', 'decision', 'taken', 'part', 'chief', 'mini', 'chars']",uttarakhand madrasa board planning introduce sanskrit education new delhi uttarakhand madrasa board mulling introducing sanskrit education optional subject madrasa across state decision taken part chief mini char
"Orry Shares, Then Deletes, Post On Bollywood Wives 3 ""Copying His Content""",NDTV Movies News Desk,NDTV News,"Orry shared a video from the show, stating that it was a &quot;cheap copy&quot; of his original reel",New Delhi: Fabulous Lives Vs Bollywood Wives is generating a lot of buzz. The third season of the popular reality series premiered on Netflix on October 18. It features returning cast members Maheep … [+2142 chars],2024-10-20,https://www.ndtv.com/entertainment/orry-shares-then-deletes-post-on-fabulous-lives-vs-bollywood-wives-copying-his-content-a-cheap-copy-of-my-reel-6830213,https://c.ndtvimg.com/2024-10/ih83usrg_orry_625x300_20_October_24.jpeg,orry shares then deletes post on bollywood wives  copying his content new delhi fabulous lives vs bollywood wives is generating a lot of buzz the third season of the popular reality series premiered on netflix on october  it features returning cast members maheep  chars,"['orry', 'shares', 'deletes', 'post', 'bollywood', 'wives', 'copying', 'content', 'new', 'delhi', 'fabulous', 'lives', 'vs', 'bollywood', 'wives', 'generating', 'lot', 'buzz', 'third', 'season', 'popular', 'reality', 'series', 'premiered', 'netflix', 'october', 'features', 'returning', 'cast', 'members', 'maheep', 'chars']",orry share deletes post bollywood wife copying content new delhi fabulous life v bollywood wife generating lot buzz third season popular reality series premiered netflix october feature returning cast member maheep char
"Bigg Boss 18: Salman Khan On ""Women Are Not Safe With Avinash"" Remark",NDTV Movies News Desk,NDTV News,Bigg Boss 18 premiered on October 6,"New Delhi: Bigg Boss 18 is entertaining its viewers with the right mix of twists and turns. In the latest Weekend Ka War episode, host Salman Khan addressed several ongoing controversies within the h… [+1647 chars]",2024-10-20,https://www.ndtv.com/entertainment/bigg-boss-18-salman-khan-defends-avinash-mishra-amid-safety-concerns-for-female-contestants-6830641,https://c.ndtvimg.com/2024-10/2qfab1m8_gg_625x300_20_October_24.jpeg,bigg boss  salman khan on women are not safe with avinash remark new delhi bigg boss  is entertaining its viewers with the right mix of twists and turns in the latest weekend ka war episode host salman khan addressed several ongoing controversies within the h  chars,"['bigg', 'boss', 'salman', 'khan', 'women', 'safe', 'avinash', 'remark', 'new', 'delhi', 'bigg', 'boss', 'entertaining', 'viewers', 'right', 'mix', 'twists', 'turns', 'latest', 'weekend', 'ka', 'war', 'episode', 'host', 'salman', 'khan', 'addressed', 'several', 'ongoing', 'controversies', 'within', 'h', 'chars']",bigg bos salman khan woman safe avinash remark new delhi bigg bos entertaining viewer right mix twist turn latest weekend ka war episode host salman khan addressed several ongoing controversy within h char
"""Didn't Think We'll Be 46 All Out"": Rohit's Blunt Take On Loss vs New Zealand",Indo-Asian News Service,NDTV News,"After losing Test series opener to New Zealand by eight wickets at the M Chinnaswamy Stadium, India skipper Rohit Sharma admitted being all out for 46 in first innings did set them back in the game.","After losing Test series opener to New Zealand by eight wickets at the M Chinnaswamy Stadium, India skipper Rohit Sharma admitted being all out for 46 in first innings did set them back in the game a… [+1998 chars]",2024-10-20,https://sports.ndtv.com/india-vs-new-zealand-2024/didnt-think-well-be-46-all-out-rohit-sharmas-blunt-take-on-loss-vs-new-zealand-6831024,"https://c.ndtvimg.com/2024-10/hj9fs8c8_ac_625x300_20_October_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",did not think we will be  all out rohit is blunt take on loss vs new zealand after losing test series opener to new zealand by eight wickets at the m chinnaswamy stadium india skipper rohit sharma admitted being all out for  in first innings did set them back in the game a  chars,"['think', 'rohit', 'blunt', 'take', 'loss', 'vs', 'new', 'zealand', 'losing', 'test', 'series', 'opener', 'new', 'zealand', 'eight', 'wickets', 'chinnaswamy', 'stadium', 'india', 'skipper', 'rohit', 'sharma', 'admitted', 'first', 'innings', 'set', 'back', 'game', 'chars']",think rohit blunt take loss v new zealand losing test series opener new zealand eight wicket chinnaswamy stadium india skipper rohit sharma admitted first inning set back game char
"In Pic: ""Yaaron Ke Yaar"" Honey Singh With Sonakshi Sinha And Zaheer Iqbal",NDTV Movies News Desk,NDTV News,Honey Singh also teased his upcoming song Jatt Mehkma,New Delhi: Yo Yo Honey Singh and Sonakshi Sinha's friendship spans over a decade. The singer and actress have collaborated on songs like Desi Kalakaar (2014) and Kalaastar (2023). Honey Singh was als… [+1620 chars],2024-10-20,https://www.ndtv.com/entertainment/honey-singh-shows-how-he-had-an-amazing-session-sonakshi-sinha-and-zaheer-iqbal-6830054,https://c.ndtvimg.com/2024-10/288f7m3g_honey-_625x300_20_October_24.jpeg,in pic yaaron ke yaar honey singh with sonakshi sinha and zaheer iqbal new delhi yo yo honey singh and sonakshi sinha is friendship spans over a decade the singer and actress have collaborated on songs like desi kalakaar  and kalaastar  honey singh was als  chars,"['pic', 'yaaron', 'ke', 'yaar', 'honey', 'singh', 'sonakshi', 'sinha', 'zaheer', 'iqbal', 'new', 'delhi', 'yo', 'yo', 'honey', 'singh', 'sonakshi', 'sinha', 'friendship', 'spans', 'decade', 'singer', 'actress', 'collaborated', 'songs', 'like', 'desi', 'kalakaar', 'kalaastar', 'honey', 'singh', 'als', 'chars']",pic yaaron ke yaar honey singh sonakshi sinha zaheer iqbal new delhi yo yo honey singh sonakshi sinha friendship span decade singer actress collaborated song like desi kalakaar kalaastar honey singh al char
"Karwa Chauth: Sonakshi's Post For Zaheer - ""Praying For Your Lambi Umar""",NDTV Movies News Desk,NDTV News,Sonakshi Sinha and Zaheer Iqbal married on June 23 this year,New Delhi: Sonakshi Sinha and Zaheer Iqbal married on June 23 this year. The couple is celebrating their first Karwa Chauth together post-wedding. The actress shared a series of pictures from her fes… [+1396 chars],2024-10-20,https://www.ndtv.com/entertainment/karwa-chauth-2024-sonakshi-sinhas-post-for-husband-zaheer-iqbal-praying-for-your-lambi-umar-6830496,https://c.ndtvimg.com/2024-10/p4k54gm8_sonakshi_625x300_20_October_24.jpeg,karwa chauth sonakshi is post for zaheer praying for your lambi umar new delhi sonakshi sinha and zaheer iqbal married on june  this year the couple is celebrating their first karwa chauth together post wedding the actress shared a series of pictures from her fes  chars,"['karwa', 'chauth', 'sonakshi', 'post', 'zaheer', 'praying', 'lambi', 'umar', 'new', 'delhi', 'sonakshi', 'sinha', 'zaheer', 'iqbal', 'married', 'june', 'year', 'couple', 'celebrating', 'first', 'karwa', 'chauth', 'together', 'post', 'wedding', 'actress', 'shared', 'series', 'pictures', 'fes', 'chars']",karwa chauth sonakshi post zaheer praying lambi umar new delhi sonakshi sinha zaheer iqbal married june year couple celebrating first karwa chauth together post wedding actress shared series picture fe char
How Pant's Chef Is Helping Sarfaraz Get Fitter - SKY Makes Big Revelation,NDTV Sports Desk,NDTV News,Indian cricket team batter Sarfaraz Khan has enjoyed a brilliant run of form in the recent past and his performances has made him a favourite among both fans and experts.,"Indian cricket team batter Sarfaraz Khan has enjoyed a brilliant run of form in the recent past and his performances has made him a favourite among both fans and experts. However, question continue o… [+2209 chars]",2024-10-20,https://sports.ndtv.com/cricket/how-rishabh-pants-chef-is-helping-sarfaraz-khan-get-fitter-suryakumar-yadav-makes-big-revelation-6830498,"https://c.ndtvimg.com/2024-10/a76682m_sca_625x300_20_October_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",how pant is chef is helping sarfaraz get fitter sky makes big revelation indian cricket team batter sarfaraz khan has enjoyed a brilliant run of form in the recent past and his performances has made him a favourite among both fans and experts however question continue o  chars,"['pant', 'chef', 'helping', 'sarfaraz', 'get', 'fitter', 'sky', 'makes', 'big', 'revelation', 'indian', 'cricket', 'team', 'batter', 'sarfaraz', 'khan', 'enjoyed', 'brilliant', 'run', 'form', 'recent', 'past', 'performances', 'made', 'favourite', 'among', 'fans', 'experts', 'however', 'question', 'continue', 'chars']",pant chef helping sarfaraz get fitter sky make big revelation indian cricket team batter sarfaraz khan enjoyed brilliant run form recent past performance made favourite among fan expert however question continue char
'Forever Chemicals' Found In Bottled And Tap Water Across UK and China,Ritu Singh,NDTV News,"&#039;Forever Chemicals&#039;, known as perfluoroalkyl substances are long-lasting chemicals that break down extremely slowly over time.","A new study has revealed that toxic 'Forever Chemicals', known as perfluoroalkyl substances (PFAS), have been found in drinking water samples worldwide. The study conducted by researchers from the Un… [+3009 chars]",2024-10-20,https://www.ndtv.com/world-news/forever-chemicals-found-in-bottled-and-tap-water-from-around-the-world-study-6830358,"https://c.ndtvimg.com/2024-10/7oas1r3_water-bottle_625x300_01_October_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",forever chemicals found in bottled and tap water across uk and china a new study has revealed that toxic forever chemicals known as perfluoroalkyl substances pfas have been found in drinking water samples worldwide the study conducted by researchers from the un  chars,"['forever', 'chemicals', 'found', 'bottled', 'tap', 'water', 'across', 'uk', 'china', 'new', 'study', 'revealed', 'toxic', 'forever', 'chemicals', 'known', 'perfluoroalkyl', 'substances', 'pfas', 'found', 'drinking', 'water', 'samples', 'worldwide', 'study', 'conducted', 'researchers', 'un', 'chars']",forever chemical found bottled tap water across uk china new study revealed toxic forever chemical known perfluoroalkyl substance pfas found drinking water sample worldwide study conducted researcher un char
"""Do Not Boo, Go"": Barack Obama To Trump Supporters At US Election Rally",Saikat Kumar Bose,NDTV News,"Addressing a public rally to build support for Democrat Presidential candidate Kamala Harris and her running mate Tim Walz, former US President Barack Obama today blasted Donald Trump, saying that the Republican candidate cares only about his ego","New Delhi: Addressing a public rally to build support for Democrat Presidential candidate Kamala Harris and her running mate Tim Walz, former US President Barack Obama today blasted Donald Trump, say… [+5454 chars]",2024-10-20,https://www.ndtv.com/world-news/barack-obama-us-election-donald-trump-do-not-boo-go-barack-obama-to-trump-supporters-at-us-election-rally-6831233,"https://c.ndtvimg.com/2024-10/dol48qm_obama-afp_625x300_20_October_24.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=738",do not boo go barack obama to trump supporters at us election rally new delhi addressing a public rally to build support for democrat presidential candidate kamala harris and her running mate tim walz former us president barack obama today blasted donald trump say  chars,"['boo', 'go', 'barack', 'obama', 'trump', 'supporters', 'us', 'election', 'rally', 'new', 'delhi', 'addressing', 'public', 'rally', 'build', 'support', 'democrat', 'presidential', 'candidate', 'kamala', 'harris', 'running', 'mate', 'tim', 'walz', 'former', 'us', 'president', 'barack', 'obama', 'today', 'blasted', 'donald', 'trump', 'say', 'chars']",boo go barack obama trump supporter u election rally new delhi addressing public rally build support democrat presidential candidate kamala harris running mate tim walz former u president barack obama today blasted donald trump say char
Kylian Mbappe Strikes As Real Madrid Claim Win At Celta Vigo,Agence France-Presse,NDTV News,Kylian Mbappe and Vinicius Junior's goals earned Real Madrid an entertaining 2-1 win at Celta Vigo on Saturday to pull them level with La Liga leaders Barcelona.,Kylian Mbappe and Vinicius Junior's goals earned Real Madrid an entertaining 2-1 win at Celta Vigo on Saturday to pull them level with La Liga leaders Barcelona. France striker Mbappe started and sen… [+4004 chars],2024-10-20,https://sports.ndtv.com/football/kylian-mbappe-strikes-as-real-madrid-claim-win-at-celta-vigo-6829956,"https://c.ndtvimg.com/2024-10/4je4g4b8_kylian-mbappe-afp_625x300_20_October_24.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=738",kylian mbappe strikes as real madrid claim win at celta vigo kylian mbappe and vinicius junior is goals earned real madrid an entertaining   win at celta vigo on saturday to pull them level with la liga leaders barcelona france striker mbappe started and sen  chars,"['kylian', 'mbappe', 'strikes', 'real', 'madrid', 'claim', 'win', 'celta', 'vigo', 'kylian', 'mbappe', 'vinicius', 'junior', 'goals', 'earned', 'real', 'madrid', 'entertaining', 'win', 'celta', 'vigo', 'saturday', 'pull', 'level', 'la', 'liga', 'leaders', 'barcelona', 'france', 'striker', 'mbappe', 'started', 'sen', 'chars']",kylian mbappe strike real madrid claim win celta vigo kylian mbappe vinicius junior goal earned real madrid entertaining win celta vigo saturday pull level la liga leader barcelona france striker mbappe started sen char
"Watch: India's Abhishek Gets Fiery Send Off From Pak Star, Does This In Reply",NDTV Sports Desk,NDTV News,A face-off between India's star batter Abhishek Sharma and Pakistan spinner Sufiyan Muqeem hogged limelight during the ACC Men's T20 Emerging Teams Asia Cup 2024 match on Saturday.,A face-off between India's star batter Abhishek Sharma and Pakistan spinner Sufiyan Muqeem hogged limelight during the ACC Men's T20 Emerging Teams Asia Cup 2024 match on Saturday. In the match at Al… [+1999 chars],2024-10-20,https://sports.ndtv.com/cricket/indias-abhishek-sharma-gets-fiery-send-off-from-pakistan-star-during-emerging-teams-asia-cup-match-does-this-in-reply-watch-6828103,"https://c.ndtvimg.com/2024-10/b6s6eo4g_abhishek-sharma-sufiyan-muqeem-x_625x300_19_October_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",watch india is abhishek gets fiery send off from pak star does this in reply a face off between india is star batter abhishek sharma and pakistan spinner sufiyan muqeem hogged limelight during the acc men is t emerging teams asia cup  match on saturday in the match at al  chars,"['watch', 'india', 'abhishek', 'gets', 'fiery', 'send', 'pak', 'star', 'reply', 'face', 'india', 'star', 'batter', 'abhishek', 'sharma', 'pakistan', 'spinner', 'sufiyan', 'muqeem', 'hogged', 'limelight', 'acc', 'men', 'emerging', 'teams', 'asia', 'cup', 'match', 'saturday', 'match', 'al', 'chars']",watch india abhishek get fiery send pak star reply face india star batter abhishek sharma pakistan spinner sufiyan muqeem hogged limelight acc men emerging team asia cup match saturday match al char
